idx,address,matched_street,matched_zip,matched_city,matched_state,lat,lon,score,precision,geocode_result
155,601 highway 6 west iowa city ia 52246,US Hwy 6,52246,Iowa City,IA,41.652749,-91.540405,0.782,range,geocoded
134,11958 w broad st henrico va 23233,W Broad St,23233,Richmond,VA,37.656495,-77.627608,0.783,range,geocoded
177,1 children s way little rock ar 72205,Childrens Way,72202,NA,NA,34.743533,-92.291456,0.784,range,geocoded
281,300 university blvd round rock tx 78665,University Blvd,78665,Sandy,TX,30.559835,-97.686378,0.79,range,geocoded
190,41169 goodwin way madera ca 93636,Goodwin Way,93636,Fresno,CA,36.884106,-119.804962,0.794,range,geocoded
14,1365 clifton road building b atlanta ga 30322,Clifton Rd NE,30322,Atlanta,GA,33.7922,-84.32087,0.799,range,geocoded
98,7601 e imperial highway downey ca 90242,E Imperial Hwy,90242,Downey,CA,33.927406,-118.158963,0.804,range,geocoded
13,12 executive park drive ne atlanta ga 30316,Executive Park Dr NE,30329,NA,NA,33.827448,-84.338391,0.805,range,geocoded
24,601 n caroline street baltimore md 21287,N Caroline St,21205,NA,NA,39.297202,-76.59754,0.805,range,geocoded
25,601 n caroline street baltimore md 21287,N Caroline St,21205,NA,NA,39.297202,-76.59754,0.805,range,geocoded
26,601 n caroline street baltimore md 21287,N Caroline St,21205,NA,NA,39.297202,-76.59754,0.805,range,geocoded
63,1215 lee street charlottesville va 22908,Lee St,22903,NA,NA,38.031996,-78.498303,0.805,range,geocoded
64,1204 w main street charlottesville va 22908,W Main St,22980,NA,NA,38.070654,-78.896676,0.805,range,geocoded
83,1020 hitt st columbia mo 65212,Hitt St,65201,NA,NA,38.938728,-92.3253,0.805,range,geocoded
111,736 broadway fargo nd 58122,Broadway,58102,NA,NA,46.883663,-96.787825,0.805,range,geocoded
167,3599 rainbow blvd kansas city ks 66160,Rainbow Blvd,66103,NA,NA,39.060388,-94.61299,0.805,range,geocoded
220,125 paterson st new brunswick nj 08903,Paterson St,08901,NA,NA,40.494602,-74.448148,0.805,range,geocoded
238,4242 farnam st omaha ne 68198,Farnam St,68131,NA,NA,41.25789,-95.976586,0.805,range,geocoded
280,601 elmwood avenue rochester ny 14642,Elmwood Ave,14620,NA,NA,43.124411,-77.623169,0.805,range,geocoded
302,264 calle convento san juan pr 00911,Cll Convento,00912,NA,NA,18.447608,-66.06324,0.805,range,geocoded
306,5880 rand blvd sarasota fl 34239,Rand Blvd,34238,NA,NA,27.264248,-82.458567,0.805,range,geocoded
324,759 chestnut street springfield ma 01109,Chestnut St,01107,NA,NA,42.11904,-72.604067,0.805,range,geocoded
341,1000 w carson st torrance ca 90509,W Carson St,90502,NA,NA,33.831586,-118.29207,0.805,range,geocoded
359,1 medical center blvd winston-salem nc 27157,Medical Center Blvd,27103,NA,NA,36.090261,-80.271501,0.805,range,geocoded
364,1044 belmont avenue youngstown oh 44501,Belmont Ave,44504,NA,NA,41.113678,-80.65566,0.805,range,geocoded
42,165 cambridge street boston ma 02114,Cambridge St,02114,Boston,MA,42.361143,-71.064698,0.806,range,geocoded
73,2211 n oak park avenue chicago il 60707,N Oak Park Ave,60707,Elmwood Park,IL,41.919706,-87.795045,0.812,range,geocoded
205,9200 w wisconsin avenue milwaukee wi 53226,W Wisconsin Ave,53226,Milwaukee,WI,43.038291,-88.027779,0.812,range,geocoded
328,915 n grand blvd st louis mo 63106,N Grand Blvd,63106,Saint Louis,MO,38.641391,-90.229968,0.814,range,geocoded
125,2750 e beltline ne grand rapids mi 49525 grand rapids mi 49525,E Beltline Ave NE,49525,Grand Rapids,MI,43.012409,-85.589989,0.816,range,geocoded
204,9200 w wisconsin ave milwaukee wi 53226,W Wisconsin Ave,53226,Milwaukee,WI,43.038291,-88.027779,0.816,range,geocoded
168,1900 south ave la crosse wi 54601,South Ave,54601,La Crosse,WI,43.795141,-91.247124,0.819,range,geocoded
327,1438 s grand blvd st louis mo 63104,S Grand Blvd,63104,Saint Louis,MO,38.6218,-90.238206,0.819,range,geocoded
331,295 phalen blvd st paul mn 55130,Phalen Blvd,55130,Saint Paul,MN,44.961838,-93.086878,0.82,range,geocoded
115,13601 plantation rd fort myers fl 33912,Plantation Rd,33912,Fort Myers,FL,26.546457,-81.846916,0.821,range,geocoded
352,950 campbell ave west haven ct 06516,Campbell Ave,06516,West Haven,CT,41.284632,-72.957265,0.823,range,geocoded
102,200 trent drive durham nc 27710,Trent,27710,Durham,NC,36.005001,-78.93535,0.825,range,geocoded
330,200 e university avenue st paul mn 55101,University Ave E,55101,Saint Paul,MN,44.95644,-93.095936,0.825,range,geocoded
263,5050 n e hoyt portland or 97213,NE Hoyt St,97213,Portland,OR,45.527144,-122.611856,0.831,range,geocoded
231,710 w 168th street new york ny 10032,W 168th St,10032,New York,NY,40.842273,-73.942326,0.833,range,geocoded
18,1700 n wheeling st aurora co 80045,N Wheeling St,80010,Aurora,CO,39.744455,-104.830983,0.834,range,geocoded
233,90 bergen street suite 8100 newark nj 07103,Bergen St,07103,Newark,NJ,40.741407,-74.191644,0.839,range,geocoded
257,420 e north ave pittsburgh pa 15212,E North Ave,15212,Pittsburgh,PA,40.456413,-80.002024,0.84,range,geocoded
185,300 ucla medical plaza los angeles ca 90095,Medical Plz,90095,Los Angeles,CA,34.064875,-118.446274,0.847,range,geocoded
230,710 west 168th st new york ny 10032,W 168th St,10032,New York,NY,40.842273,-73.942326,0.851,range,geocoded
12,1500 east medical center dr ann arbor mi 48109 ann arbor mi 48109,E Medical Center Dr,48109,Ann Arbor,MI,42.281478,-83.726758,0.854,range,geocoded
142,6560 fannin houston tx 77030,Fannin St,77030,Houston,TX,29.71125,-95.399721,0.854,range,geocoded
99,400 east third st duluth mn 55805,E 3rd St,55805,Duluth,MN,46.792772,-92.096501,0.859,range,geocoded
310,1100 ninth ave seattle wa 98101,9th Ave,98101,Seattle,WA,47.609121,-122.328015,0.859,range,geocoded
295,1100 van ness san francisco ca 94109,Van Ness Ave,94109,San Francisco,CA,37.785699,-122.421289,0.863,range,geocoded
96,3901 beaubien detroit mi 48201,Beaubien St,48201,Detroit,MI,42.351837,-83.053838,0.865,range,geocoded
109,120 e 2nd street erie pa 16507,E 2nd St,16507,Erie,PA,42.134044,-80.086114,0.865,range,geocoded
321,715 s cowley spokane wa 99202,S Cowley St,99202,Spokane,WA,47.649867,-117.40807,0.865,range,geocoded
258,3471 fifth ave pittsburgh pa 15213,5th Ave,15213,Pittsburgh,PA,40.440242,-79.960888,0.868,range,geocoded
29,3619 park east dr beachwood oh 44122,Park East Dr,44122,Beachwood,OH,41.462412,-81.494215,0.869,range,geocoded
65,979 east third st chattanooga tn 37403,E 3rd St,37403,Chattanooga,TN,35.04781,-85.290452,0.872,range,geocoded
156,350 w woodrow wilson jackson ms 39213,W Woodrow Wilson Ave,39213,Jackson,MS,32.326868,-90.194604,0.872,range,geocoded
68,1753 w harrison chicago il 60612,W Harrison St,60612,Chicago,IL,41.87404,-87.670659,0.873,range,geocoded
107,303 s nappanee elkhart in 46514,S Nappanee St,46514,Elkhart,IN,41.681497,-86.003443,0.873,range,geocoded
200,3875 e overland road suite 201 meridian id 83642,E Overland Rd,83642,Meridian,ID,43.59029,-116.344943,0.873,range,geocoded
276,102 highland avenue roanoke va 24013,Highland Ave SE,24013,Roanoke,VA,37.264656,-79.94094,0.874,range,geocoded
140,7200 cambridge street suite 9a houston tx 77030,Cambridge St,77030,Houston,TX,29.701503,-95.391936,0.875,range,geocoded
303,1101-1113 cll 56 se san juan pr 00921,Cll 56 SE,00921,San Juan,PR,18.399621,-66.076035,0.876,range,geocoded
311,4800 sand point way ne seattle wa 98105,Sand Point Way NE,98105,Seattle,WA,47.664441,-122.283218,0.878,range,geocoded
34,1600 7th avenue south birmingham al 35233,7th Ave S,35233,Birmingham,AL,33.503278,-86.805507,0.88,range,geocoded
35,1720 7th avenue south birmingham al 35233,7th Ave S,35233,Birmingham,AL,33.503853,-86.80431,0.88,range,geocoded
124,220 cherry st grand rapids mi 49503,Cherry St SW,49503,Grand Rapids,MI,42.959648,-85.673783,0.882,range,geocoded
33,3105 independence drive suite 105 birmingham al 35209,Independence Dr,35209,Birmingham,AL,33.476479,-86.787149,0.883,range,geocoded
146,610 airport road suite 110 huntsville al 35802,Airport Rd SW,35802,Huntsville,AL,34.691506,-86.56833,0.883,range,geocoded
253,650 e indian school phoenix az 85012,E Indian School Rd,85012,Phoenix,AZ,33.494857,-112.066739,0.883,range,geocoded
333,14445 olive view drive sylmar ca 91342,Olive View Dr,91342,Sylmar,CA,34.324313,-118.446974,0.883,range,geocoded
360,1573 w fairbanks ave suite 210 winter park fl 32789,W Fairbanks Ave,32789,Winter Park,FL,28.593228,-81.370687,0.883,range,geocoded
8,850 s 5th street allentown pa 18103,S 5th St,18103,Allentown,PA,40.593608,-75.463714,0.884,range,geocoded
50,6323 7th ave brooklyn ny 11220,7th Ave,11220,Brooklyn,NY,40.635368,-74.013154,0.884,range,geocoded
323,751 n rutledge springfield il 62702,N Rutledge St,62702,Springfield,IL,39.809189,-89.657482,0.884,range,geocoded
108,120 e 2nd st erie pa 16507,E 2nd St,16507,Erie,PA,42.134044,-80.086114,0.885,range,geocoded
201,1150 nw 14th street miami fl 33136,NW 14th St,33136,Miami,FL,25.78754,-80.214362,0.885,range,geocoded
175,2631 s 70th street lincoln ne 68506,S 70th St,68506,Lincoln,NE,40.786521,-96.625256,0.886,range,geocoded
322,911 w 5th avenue spokane wa 99204,W 5th Ave,99204,Spokane,WA,47.651322,-117.425044,0.886,range,geocoded
326,1 hayden bridge way springfield or 97477,Hayden Bridge Way,97477,Springfield,OR,44.07088,-123.030016,0.888,range,geocoded
17,13123 e 16th avenue aurora co 80045,E 16th Ave,80045,Aurora,CO,39.740836,-104.835033,0.889,range,geocoded
32,801 n 29th street billings mt 59101,N 29th St,59101,Billings,MT,45.787138,-108.512363,0.889,range,geocoded
197,14500 99th avenue north maple grove mn 55369,99th Ave N,55369,Maple Grove,MN,45.134787,-93.466497,0.889,range,geocoded
209,2512 s 7th street minneapolis mn 55454,S 7th St,55454,Minneapolis,MN,44.966657,-93.235536,0.889,range,geocoded
226,301 e 17th street new york ny 10003,E 17th St,10003,New York,NY,40.733923,-73.982753,0.889,range,geocoded
229,525 e 71st street new york ny 10021,E 71st St,10021,New York,NY,40.76576,-73.953362,0.889,range,geocoded
251,330 s 9th street philadelphia pa 19107,S 9th St,19107,Philadelphia,PA,39.944916,-75.156626,0.891,range,geocoded
313,500 17th ave seattle wa 98122,17th Ave,98122,Seattle,WA,47.606174,-122.310251,0.891,range,geocoded
298,450 6th ave san francisco ca 94118,6th Ave,94118,San Francisco,CA,37.780016,-122.464139,0.893,range,geocoded
95,3600 30th st des moines ia 50310,30th St,50310,Des Moines,IA,41.628134,-93.65882,0.894,range,geocoded
270,335-r prairie avenue providence ri 02905,Prairie Ave,02905,Providence,RI,41.805228,-71.414785,0.894,range,geocoded
318,1600 w 22nd street sioux falls sd 57105,W 22nd St,57105,Sioux Falls,SD,43.533044,-96.745003,0.897,range,geocoded
305,99 monticello rd san rafael ca 94903,Montecillo Rd,94903,San Rafael,CA,38.004226,-122.553861,0.898,range,geocoded
147,355 w 16th street indianapolis in 46202,W 16th St,46202,Indianapolis,IN,39.788291,-86.164657,0.899,range,geocoded
19,12605 e 16th ave aurora co 80045,E 16th Ave,80045,Aurora,CO,39.741438,-104.84214,0.902,range,geocoded
145,1 john marshall dr huntington wv 25755,John Marshall St,25755,Huntington,WV,38.422463,-82.429891,0.902,range,geocoded
133,25965 s normandie ave harbor city ca 90710,Normandie Ave,90710,Harbor City,CA,33.787049,-118.297558,0.903,range,geocoded
202,1150 nw 14th st miami fl 33136,NW 14th St,33136,Miami,FL,25.78754,-80.214362,0.905,range,geocoded
157,580 west 8th st jacksonville fl 32209,W 8th St,32209,Jacksonville,FL,30.346449,-81.663278,0.907,range,geocoded
31,801 n 29th st billings mt 59101,N 29th St,59101,Billings,MT,45.787138,-108.512363,0.908,range,geocoded
85,555 s 18th st columbus oh 43205,S 18th St,43205,Columbus,OH,39.953276,-82.976511,0.908,range,geocoded
228,525 east 71st st new york ny 10021,E 71st St,10021,New York,NY,40.76576,-73.953362,0.908,range,geocoded
114,1931 ne 47th street fort lauderdale fl 33308,NE 47th St,33308,Fort Lauderdale,FL,26.185171,-80.120346,0.91,range,geocoded
267,3710 sw u s veterans hospital rd portland or 97239,SW US Veterans Hospital Rd,97239,Portland,OR,45.496468,-122.684463,0.913,range,geocoded
148,1481 w 10th st indianapolis in 46202,W 10th St,46202,Indianapolis,IN,39.779651,-86.187737,0.915,range,geocoded
150,355 west 16th st indianapolis in 46202,W 16th St,46202,Indianapolis,IN,39.788291,-86.164657,0.915,range,geocoded
9,1210 s cedar crest blvd allentown pa 18103,S Cedar Crest Blvd,18103,Allentown,PA,40.566961,-75.518713,0.918,range,geocoded
57,194 finley gold course rd chapel hill nc 27517,Finley Golf Course Rd,27517,Chapel Hill,NC,35.904636000000004,-79.01875,0.921,range,geocoded
88,6080 north central expressway dallas tx 75206,N Central Expy,75206,Dallas,TX,32.840922,-96.775625,0.921,range,geocoded
48,130 west kingsbridge rd bronx ny 10468,W Kingsbridge Rd,10468,Bronx,NY,40.869124,-73.902978,0.922,range,geocoded
271,645 n arlington ave reno nv 89503,N Arlington Ave,89503,Reno,NV,39.532397,-119.819183,0.922,range,geocoded
246,200 e pennsylvania avenue peoria il 61603,E Pennsylvania Ave,61603,Peoria,IL,40.705151,-89.591548,0.923,range,geocoded
344,1919 s wheeling avenue tulsa ok 74104,S Wheeling Ave,74104,Tulsa,OK,36.134926,-95.964559,0.924,range,geocoded
3,47 new scotland avenue albany ny 12208,New Scotland Ave,12208,Albany,NY,42.652623,-73.775126,0.925,range,geocoded
21,6811 austin center blvd austin tx 78731,Austin Center Blvd,78731,Austin,TX,30.350062,-97.750842,0.926,range,geocoded
89,2350 n stemmons freeway dallas tx 75207,N Stemmons Fwy,75207,Dallas,TX,32.805642,-96.837385,0.926,range,geocoded
266,3101 sw sam jackson park road portland or 97239,SW Sam Jackson Park Rd,97239,Portland,OR,45.500121,-122.684713,0.926,range,geocoded
37,600 n robbins road boise id 83702,N Robbins Rd,83702,Boise,ID,43.616236,-116.193102,0.927,range,geocoded
38,600 n robbins road boise id 83702,N Robbins Rd,83702,Boise,ID,43.616236,-116.193102,0.927,range,geocoded
40,100 e idaho street boise id 83712,E Idaho St,83712,Boise,ID,43.610991,-116.19247,0.927,range,geocoded
41,800 washington street boston ma 02111,Washington St,02111,Boston,MA,42.350316,-71.063359,0.927,range,geocoded
90,5303 harry hines blvd dallas tx 75390,Harry Hines Blvd,75390,Dallas,TX,32.812521,-96.838234,0.928,range,geocoded
232,180 fort washington avenue new york ny 10032,Fort Washington Ave,10032,New York,NY,40.841426,-73.942612,0.928,range,geocoded
237,4239 farnam street omaha ne 68131,Farnam St,68131,Omaha,NE,41.25774,-95.976551,0.928,range,geocoded
265,3181 sw sam jackson park rd portland or 97239,SW Sam Jackson Park Rd,97239,Portland,OR,45.499943,-122.68488,0.928,range,geocoded
340,2150 w central avenue toledo oh 43606,W Central Ave,43606,Toledo,OH,41.677811,-83.595763,0.928,range,geocoded
346,610 n lincoln avenue urbana il 61801,N Lincoln Ave,61801,Urbana,IL,40.117414,-88.21931,0.928,range,geocoded
15,1001 johnson ferry road atlanta ga 30342,Johnson Ferry Rd,30342,Atlanta,GA,33.907876,-84.354984,0.929,range,geocoded
44,300 longwood avenue boston ma 02115,Longwood Ave,02115,Boston,MA,42.337956,-71.105594,0.929,range,geocoded
86,8000 centerview parkway cordova tn 38018,Centerview Pkwy,38018,Cordova,TN,35.128277,-89.796088,0.929,range,geocoded
234,850 southampton avenue norfolk va 23510,Southampton Ave,23510,Norfolk,VA,36.858033,-76.305086,0.929,range,geocoded
39,161 e mallard dr boise id 83706,E Mallard Dr,83706,Boise,ID,43.595732,-116.182453,0.93,range,geocoded
47,1515 blondell ave bronx ny 10461,Blondell Ave,10461,Bronx,NY,40.845491,-73.845058,0.93,range,geocoded
67,675 n st clair street chicago il 60611,N St Clair St,60611,Chicago,IL,41.894157,-87.622734,0.93,range,geocoded
69,1725 w harrison street chicago il 60612,W Harrison St,60612,Chicago,IL,41.874058,-87.670121,0.93,range,geocoded
189,3351 northside dr macon ga 31210,Northside Dr,31210,Macon,GA,32.893548,-83.682624,0.93,range,geocoded
66,225 e chicago avenue chicago il 60611,E Chicago Ave,60611,Chicago,IL,41.896688,-87.622252,0.931,range,geocoded
2,19 warehouse row albany ny 12205,Warehouse Row,12205,Albany,NY,42.702865,-73.826265,0.932,range,geocoded
4,391 myrtle avenue albany ny 12208,Myrtle Ave,12208,Albany,NY,42.653389,-73.774078,0.932,range,geocoded
22,7901 metropolis dr austin tx 78744,Metropolis Dr,78744,Austin,TX,30.207032,-97.694499,0.932,range,geocoded
46,330 brookline ave boston ma 02215,Brookline Ave,02215,Boston,MA,42.33979,-71.106148,0.932,range,geocoded
70,1801 w taylor street chicago il 60612,W Taylor St,60612,Chicago,IL,41.869193,-87.671417,0.932,range,geocoded
91,100 north academy ave danville pa 17822,N Academy Ave,17822,Danville,PA,40.96844,-76.601492,0.932,range,geocoded
193,600 highland avenue madison wi 53792,Highland Ave,53792,Madison,WI,43.077101999999996,-89.429089,0.932,range,geocoded
216,1211 medical center drive nashville tn 37232,Medical Center Dr,37232,Nashville,TN,36.1427,-86.801322,0.932,range,geocoded
239,501 s main street orange ca 92868,S Main St,92868,Orange,CA,33.780327,-117.86729,0.932,range,geocoded
242,13535 nemours parkway orlando fl 32827,Nemours Pkwy,32827,Orlando,FL,28.375087,-81.274516,0.932,range,geocoded
312,1660 s columbian way seattle wa 98108,S Columbian Way,98108,Seattle,WA,47.562132,-122.311179,0.932,range,geocoded
